gene_name,gene_type
AC015849.3,lncRNA
SRGAP2D,unprocessed_pseudogene
RPAP2P1,processed_pseudogene
ZNF30-AS1,lncRNA
GCATP1,processed_pseudogene
RASL10B,protein_coding
AL049844.2,processed_pseudogene
AC008277.2,processed_pseudogene
AC015849.4,lncRNA
AL645939.3,processed_pseudogene
AL160290.2,processed_pseudogene
HNRNPA3P9,processed_pseudogene
MTND4P35,processed_pseudogene
AC114878.2,processed_pseudogene
H3P8,processed_pseudogene
AL161911.1,processed_pseudogene
AC108451.2,lncRNA
TAS2R6P,processed_pseudogene
AC010719.1,lncRNA
AC006254.2,processed_pseudogene
HSPE1P7,processed_pseudogene
MTDHP1,processed_pseudogene
AL121917.2,lncRNA
AC007938.3,lncRNA
LPP-AS2,lncRNA
AC016355.1,lncRNA
AC087763.1,processed_pseudogene
AC136475.9,lncRNA
MAGOH3P,unprocessed_pseudogene
AL589674.1,processed_pseudogene
HMGB1P51,processed_pseudogene
AC019257.2,lncRNA
AC111186.1,processed_pseudogene
AC005034.4,lncRNA
AC129492.5,processed_pseudogene
AC116667.1,lncRNA
AC062037.1,processed_pseudogene
AC013244.1,processed_pseudogene
AC135178.7,processed_pseudogene
AC020907.4,lncRNA
AL390955.2,lncRNA
MTRNR2L2,processed_pseudogene
NDUFB9P1,processed_pseudogene
AL512631.1,lncRNA
AC092447.9,processed_pseudogene
AC020910.4,processed_pseudogene
AC108738.1,processed_pseudogene
SNRPGP17,processed_pseudogene
AC027644.2,processed_pseudogene
AC107031.1,lncRNA
PHBP20,processed_pseudogene
AL139317.4,processed_pseudogene
HIKESHIP3,processed_pseudogene
SUMO2P14,processed_pseudogene
IMMP1LP3,processed_pseudogene
AP000753.3,processed_pseudogene
SCML2P2,processed_pseudogene
AC026412.3,lncRNA
AC018647.2,lncRNA
AC004130.2,lncRNA
AC006254.3,processed_pseudogene
AC018889.1,processed_pseudogene
ARMCX5-GPRASP2,lncRNA
AC016737.1,lncRNA
HINT1P2,processed_pseudogene
BOLA2P2,transcribed_processed_pseudogene
AC104662.1,lncRNA
Z99916.2,processed_pseudogene
AL353804.2,lncRNA
AC099791.2,lncRNA
AC016831.4,lncRNA
RPL21P136,processed_pseudogene
AL033384.2,lncRNA
AL121655.1,lncRNA
SUMO2P15,processed_pseudogene
AC007423.1,lncRNA
AC010201.1,lncRNA
MZT1P1,processed_pseudogene
AL355297.2,lncRNA
AL353807.4,processed_pseudogene
AC015849.6,processed_pseudogene
TMCC1-AS1,lncRNA
AC007326.1,processed_pseudogene
ELOCP33,processed_pseudogene
AC011458.2,processed_pseudogene
AL161729.2,lncRNA
AC091488.1,lncRNA
AC010201.2,lncRNA
ATP5MGP8,processed_pseudogene
AL117336.2,lncRNA
AC018638.6,lncRNA
HTATSF1P2,processed_pseudogene
AL034374.1,lncRNA
AC007619.2,processed_pseudogene
AL451085.2,lncRNA
AL161798.1,processed_pseudogene
AL445228.2,lncRNA
AC006237.1,lncRNA
AC091167.4,processed_pseudogene
AC010680.5,lncRNA
MZT1P2,processed_pseudogene
AC020728.1,processed_pseudogene
PRR13P3,processed_pseudogene
AC093107.2,processed_pseudogene
RPL23AP90,processed_pseudogene
AL109936.2,lncRNA
GLRX5P3,processed_pseudogene
NBPF10,protein_coding
AL358072.1,lncRNA
MPHOSPH6P1,processed_pseudogene
AL356423.1,processed_pseudogene
MMP28,protein_coding
AC005034.5,lncRNA
AC106881.1,lncRNA
AC005070.2,processed_pseudogene
AC108676.2,processed_pseudogene
AC013244.2,processed_pseudogene
AC005183.1,processed_pseudogene
CCL5,protein_coding
AL161756.2,processed_pseudogene
BNIP3P17,processed_pseudogene
ARF4P1,processed_pseudogene
BBIP1P1,processed_pseudogene
Z83843.1,lncRNA
AC009220.3,processed_pseudogene
AC021443.1,processed_pseudogene
BNIP3P11,processed_pseudogene
AL355297.3,lncRNA
AC018638.7,lncRNA
AL138787.2,lncRNA
AC113139.1,lncRNA
YPEL5P2,processed_pseudogene
AL359504.1,lncRNA
AL583832.1,processed_pseudogene
AC108463.3,lncRNA
AC008739.3,processed_pseudogene
LIX1L,protein_coding
MILR1,protein_coding
ATP2B1-AS1,lncRNA
AP004372.1,processed_pseudogene
H3P42,processed_pseudogene
PPFIA1P1,processed_pseudogene
AC112220.2,lncRNA
AC242498.1,processed_pseudogene
IRF2-DT,lncRNA
AC097359.3,lncRNA
AL161729.4,lncRNA
AC233280.2,processed_pseudogene
AC004890.3,unprocessed_pseudogene
AC010998.2,lncRNA
AL049779.3,processed_pseudogene
ATP1B3P1,processed_pseudogene
AC017033.1,lncRNA
AC069236.1,processed_pseudogene
AC010501.2,lncRNA
AC022001.2,lncRNA
AC022146.2,lncRNA
AL137798.1,lncRNA
Z98200.1,lncRNA
AC008608.2,lncRNA
AF287957.1,lncRNA
AL031848.2,lncRNA
AC005828.6,unprocessed_pseudogene
AP003392.4,lncRNA
AL031118.1,lncRNA
AC139792.1,lncRNA
AC080013.2,lncRNA
AL118558.3,lncRNA
AC026740.1,lncRNA
AL031055.1,lncRNA
AC008875.1,lncRNA
AL080317.1,lncRNA
AC008494.3,lncRNA
AL121906.1,lncRNA
Z97200.1,lncRNA
AC008897.3,lncRNA
AC019080.3,lncRNA
AC008937.3,lncRNA
AL445222.1,lncRNA
AC012557.1,lncRNA
MAN2A1-DT,lncRNA
AC087501.4,lncRNA
AC073195.1,lncRNA
AL096865.1,lncRNA
AL589740.1,lncRNA
AC104118.1,lncRNA
AC114810.1,lncRNA
AC026979.2,lncRNA
AC024060.2,lncRNA
AC005740.4,lncRNA
AC025754.2,lncRNA
AP001330.4,lncRNA
MIR98,miRNA
AL136162.1,lncRNA
AC016747.2,lncRNA
AL109811.2,lncRNA
AC091826.2,lncRNA
AL035530.2,lncRNA
AC012467.1,lncRNA
AC034236.2,lncRNA
AC005828.7,transcribed_processed_pseudogene
AC008972.1,lncRNA
AL603756.1,lncRNA
AC012073.1,lncRNA
AC103724.4,lncRNA
AC098614.2,transcribed_processed_pseudogene
LINC01954,lncRNA
AC021860.1,lncRNA
AC090948.1,lncRNA
AC021321.1,lncRNA
AL583856.2,lncRNA
AC120053.1,lncRNA
AC141002.1,lncRNA
AC012467.2,lncRNA
AL359643.2,lncRNA
AC023302.1,lncRNA
AC013400.1,lncRNA
AL354872.1,lncRNA
AC126118.1,lncRNA
AC019080.4,lncRNA
AC010904.2,lncRNA
AC037487.3,processed_pseudogene
AL139274.2,lncRNA
AL121944.1,lncRNA
AC100814.1,lncRNA
AC010240.3,lncRNA
AC064807.4,lncRNA
ANKRD34A,protein_coding
AL136984.1,lncRNA
AP002907.1,lncRNA
AC010245.2,lncRNA
AC016405.2,lncRNA
GTF2H5,protein_coding
AC091965.4,lncRNA
AC007390.1,lncRNA
AC013472.2,lncRNA
AL365181.2,lncRNA
AC005618.1,lncRNA
AC004492.1,lncRNA
AC090186.1,lncRNA
AC124045.1,lncRNA
AC004233.2,lncRNA
AC008972.2,lncRNA
AL137127.1,lncRNA
AC025181.2,lncRNA
AC087623.2,lncRNA
AL024498.1,lncRNA
AL513218.1,lncRNA
AL691432.2,lncRNA
AC244517.1,lncRNA
AC006058.3,lncRNA
AC008966.2,lncRNA
AP006545.2,lncRNA
AL359715.3,lncRNA
AC091946.2,lncRNA
AC103810.6,processed_pseudogene
AL451064.1,lncRNA
AC022400.4,lncRNA
LYRM4-AS1,lncRNA
FGF14-AS2,lncRNA
AC025171.4,lncRNA
NFYC-AS1,lncRNA
AC013403.2,lncRNA
NBPF25P,transcribed_unprocessed_pseudogene
AL365330.1,lncRNA
AC244517.2,lncRNA
AC008280.2,lncRNA
AL139022.2,lncRNA
AF106564.1,lncRNA
AC005972.2,processed_pseudogene
CASC15,lncRNA
AL355385.1,lncRNA
AC138696.2,lncRNA
AL050343.3,lncRNA
AC012557.2,lncRNA
AC005041.3,lncRNA
AP003392.5,lncRNA
AL024508.1,lncRNA
AC100812.1,lncRNA
AL356512.1,lncRNA
AC097358.2,lncRNA
AL023583.1,lncRNA
AC114760.2,lncRNA
AL645940.1,lncRNA
AC005072.1,lncRNA
AL645933.2,lncRNA
AL136304.1,lncRNA
AL136985.2,lncRNA
AL645939.4,lncRNA
AC011373.1,lncRNA
AC004908.1,lncRNA
AC080013.4,lncRNA
AL138831.2,lncRNA
AC113361.1,lncRNA
AC044849.1,lncRNA
AC034198.2,lncRNA
AC009686.2,lncRNA
AC021242.3,lncRNA
AL138724.1,lncRNA
IER3-AS1,lncRNA
AC092687.3,lncRNA
AL031963.3,lncRNA
AL512329.2,lncRNA
AL451165.2,lncRNA
AC083964.1,lncRNA
AC096887.1,protein_coding
AL021368.2,lncRNA
AL022345.1,unprocessed_pseudogene
AL445309.1,lncRNA
AC026801.2,lncRNA
AC002044.1,lncRNA
KMT2B,protein_coding
AC011816.2,lncRNA
AC093297.2,lncRNA
AC067838.1,lncRNA
AL137003.1,lncRNA
AC107952.2,lncRNA
AL031775.1,lncRNA
AC092354.1,lncRNA
AL080317.2,lncRNA
AC116036.2,lncRNA
AC005014.2,lncRNA
AC074032.1,lncRNA
AC008035.1,lncRNA
AC092354.2,lncRNA
AL591167.1,lncRNA
AC009102.2,lncRNA
Z97832.2,lncRNA
AC026979.3,lncRNA
AL008729.2,lncRNA
LINC02664,lncRNA
AC025171.5,lncRNA
AC006270.2,processed_pseudogene
AC016405.3,lncRNA
POM121C,protein_coding
CD24,protein_coding
AL031775.2,lncRNA
AL365181.3,lncRNA
AC108102.1,lncRNA
AC025175.1,lncRNA
LINC01145,transcribed_unprocessed_pseudogene
AL513477.2,lncRNA
AC009902.3,lncRNA
BX284668.6,lncRNA
AL450270.1,lncRNA
LINC02637,lncRNA
AC104117.5,lncRNA
AL031432.3,lncRNA
AC137630.3,lncRNA
AL645608.6,lncRNA
AL118558.4,lncRNA
AL135925.1,lncRNA
AL139246.5,lncRNA
MRPL20-DT,lncRNA
AC139795.3,lncRNA
U91328.1,lncRNA
AL031768.1,lncRNA
AL021807.1,lncRNA
AL024507.2,lncRNA
AC254633.1,lncRNA
AC022001.3,lncRNA
AL109659.2,lncRNA
AC090948.2,lncRNA
AL662844.4,lncRNA
AC104964.3,lncRNA
AL357078.2,lncRNA
AC087752.4,lncRNA
AL645608.7,lncRNA
AC036214.2,lncRNA
AC079610.2,lncRNA
LINC01023,lncRNA
AC099522.2,lncRNA
AC090948.3,lncRNA
AC005014.3,lncRNA
AL662797.1,lncRNA
AL021368.3,lncRNA
AC017048.3,lncRNA
AC009974.1,lncRNA
GTF2IP13,transcribed_unprocessed_pseudogene
AL512343.2,lncRNA
AC012511.1,lncRNA
AC005162.2,lncRNA
AL138762.1,lncRNA
AL596325.2,lncRNA
AC027271.1,lncRNA
AL031587.3,lncRNA
AL592494.2,lncRNA
AC139887.4,lncRNA
AC063944.2,lncRNA
AC016394.1,lncRNA
ZNF595,protein_coding
AC073073.2,lncRNA
AC093673.2,lncRNA
AP000919.3,lncRNA
AL731563.3,lncRNA
AC067750.1,lncRNA
DOC2B,protein_coding
GTF2IP20,transcribed_unprocessed_pseudogene
AC079766.1,lncRNA
AC110792.3,lncRNA
AL358472.2,lncRNA
POLR2J4,transcribed_unprocessed_pseudogene
AC024933.1,lncRNA
AC090425.2,lncRNA
AC073352.1,lncRNA
AC093635.1,lncRNA
AC012306.2,lncRNA
AL590560.3,lncRNA
AL021707.6,lncRNA
AL391497.1,lncRNA
PCDHB16,protein_coding
AC124016.1,lncRNA
WASL-DT,lncRNA
AC004832.4,lncRNA
LINC02018,lncRNA
AC092807.2,lncRNA
AC010997.4,lncRNA
AC073107.1,transcribed_unprocessed_pseudogene
GAS6-DT,lncRNA
AL359091.3,lncRNA
AC007620.3,lncRNA
MESTIT1,lncRNA
AC046143.2,lncRNA
AC133041.1,transcribed_unprocessed_pseudogene
AC019069.1,lncRNA
AL157904.1,lncRNA
AL121658.1,lncRNA
AC112236.2,lncRNA
AL022322.1,lncRNA
AC131235.2,lncRNA
LINC02266,lncRNA
AC004982.1,lncRNA
AP000345.2,lncRNA
ADIRF-AS1,lncRNA
AC007881.3,lncRNA
AC107214.2,lncRNA
AC004948.1,lncRNA
AL592148.3,lncRNA
AL133245.1,lncRNA
AC245297.2,lncRNA
AC083798.2,lncRNA
AL596094.1,lncRNA
JMJD1C-AS1,lncRNA
AC004854.2,lncRNA
AC019131.2,lncRNA
AC147067.2,lncRNA
AC253536.6,lncRNA
AP000864.1,lncRNA
AC073389.3,lncRNA
AC126283.1,lncRNA
AC092954.1,lncRNA
AC021851.1,lncRNA
AC007038.1,lncRNA
AC004908.2,lncRNA
AL445423.1,lncRNA
AC245100.6,lncRNA
AL844908.1,lncRNA
AC002470.1,lncRNA
AC027644.3,lncRNA
AC022296.4,lncRNA
AL022238.2,lncRNA
AL022328.1,lncRNA
AC011899.2,lncRNA
AC092902.2,lncRNA
MAP3K4-AS1,lncRNA
AL391834.1,lncRNA
AC211476.2,lncRNA
AL135910.1,lncRNA
AC084018.1,lncRNA
AC069544.1,lncRNA
AC004839.2,lncRNA
AC112250.2,lncRNA
Z93930.3,lncRNA
AC012360.2,lncRNA
AC106052.1,lncRNA
AC135803.1,lncRNA
AL591686.2,lncRNA
SAP30-DT,lncRNA
AL159169.2,lncRNA
AP000525.1,lncRNA
AC092574.1,lncRNA
DCP1A,protein_coding
CHASERR,lncRNA
AC004982.2,lncRNA
ATP6V1FNB,protein_coding
TBC1D8-AS1,lncRNA
AC018648.1,lncRNA
AC006033.2,lncRNA
AC090425.3,lncRNA
AC005696.3,lncRNA
AC009237.14,lncRNA
AL359532.1,lncRNA
AC018635.2,lncRNA
AC005070.3,lncRNA
AC107294.1,lncRNA
AC107464.2,lncRNA
AC099568.2,lncRNA
AL391121.1,lncRNA
U62317.2,lncRNA
AC083862.1,lncRNA
AC079834.1,lncRNA
AL356299.2,lncRNA
AP001412.1,lncRNA
AC093799.1,lncRNA
AC092171.4,lncRNA
AP000553.2,lncRNA
AC024243.1,lncRNA
AC107294.2,lncRNA
AL365181.4,lncRNA
AL008721.2,lncRNA
AC093388.1,lncRNA
AL117339.3,lncRNA
AC009570.1,lncRNA
AC084036.1,lncRNA
AC012360.3,lncRNA
AC097505.1,lncRNA
AL731533.2,lncRNA
AL355388.1,lncRNA
AL078644.1,lncRNA
AC021205.3,lncRNA
AC010864.1,lncRNA
AL360270.3,lncRNA
AC117490.2,lncRNA
AC018645.3,lncRNA
AC008124.1,lncRNA
AP000240.1,lncRNA
INTS4P2,transcribed_unprocessed_pseudogene
AL358472.3,lncRNA
AL844908.2,lncRNA
DGCR5,lncRNA
LINC02035,lncRNA
AC007684.2,lncRNA
C2orf15,protein_coding
AC005046.1,lncRNA
AL354694.1,lncRNA
AL359921.2,lncRNA
CDC37L1-DT,lncRNA
AC007250.1,lncRNA
AC017083.1,lncRNA
AC073869.1,lncRNA
AL021707.7,lncRNA
GRIN2B,protein_coding
AC009309.1,lncRNA
AC092171.5,lncRNA
AP000255.1,lncRNA
AL021707.8,lncRNA
AL596442.2,lncRNA
AL512598.1,lncRNA
AL121929.2,lncRNA
AC144652.1,lncRNA
AC093865.1,lncRNA
AC020634.2,lncRNA
AL365434.2,lncRNA
PACERR,lncRNA
AC116651.1,lncRNA
NBPF26,protein_coding
AL022328.2,lncRNA
AC005021.1,lncRNA
AC007663.3,lncRNA
AP001269.4,lncRNA
LINC02604,lncRNA
BX537318.1,lncRNA
LINC00653,lncRNA
AC073957.3,lncRNA
AC124016.2,lncRNA
AL359962.2,lncRNA
AL133215.2,lncRNA
AL121652.1,lncRNA
SNURF,protein_coding
AC108673.2,lncRNA
BX323046.1,lncRNA
AL008635.1,lncRNA
AC092954.2,lncRNA
AC092535.5,lncRNA
AC093726.2,lncRNA
AL359091.4,lncRNA
AL022328.3,lncRNA
AC062037.2,lncRNA
AP000692.2,lncRNA
AC006946.2,lncRNA
AC104506.1,lncRNA
AC069148.1,lncRNA
AC000068.2,lncRNA
AC002059.1,lncRNA
AC005776.2,lncRNA
AL391834.2,lncRNA
AC102953.2,lncRNA
AC097724.1,lncRNA
TMEM271,protein_coding
AC013468.1,lncRNA
Z82243.1,lncRNA
AC092653.1,lncRNA
AC097376.3,lncRNA
BX649632.1,lncRNA
AL022328.4,lncRNA
AF129075.2,lncRNA
AC069200.1,lncRNA
AL049839.2,protein_coding
AC092953.2,lncRNA
AL360219.1,lncRNA
CNNM3-DT,lncRNA
AC090114.2,lncRNA
AP000254.2,lncRNA
ZBTB8B,protein_coding
AP001033.2,lncRNA
AL121672.3,lncRNA
AC092042.3,protein_coding
AC093458.1,lncRNA
AP000350.6,lncRNA
AC016747.3,lncRNA
AC009237.15,lncRNA
AC018690.1,lncRNA
AC024560.3,lncRNA
DGCR11,lncRNA
AC005229.4,lncRNA
AC058791.1,lncRNA
AC023983.2,lncRNA
AL008723.2,lncRNA
OR6L2P,unprocessed_pseudogene
AC078846.1,lncRNA
AP005432.2,lncRNA
AC103591.3,lncRNA
MICE,transcribed_unprocessed_pseudogene
AC004921.1,lncRNA
AP000553.3,lncRNA
AC007663.4,lncRNA
PAXIP1-AS1,lncRNA
AC004832.5,lncRNA
AP000894.4,lncRNA
LINC02019,lncRNA
AL353801.3,lncRNA
AC096586.2,lncRNA
AL355488.1,lncRNA
AC055764.2,lncRNA
AL356488.3,lncRNA
AC005005.3,lncRNA
AC083880.1,lncRNA
AC128687.2,lncRNA
AL159169.3,lncRNA
AC004908.3,lncRNA
AC107294.3,lncRNA
AC069294.1,lncRNA
LINC02712,lncRNA
AL732292.2,lncRNA
AC004877.1,lncRNA
AL008582.1,lncRNA
AC004951.4,lncRNA
AC108673.3,lncRNA
AC006023.2,unprocessed_pseudogene
AC133644.1,lncRNA
AC004067.1,lncRNA
AC006480.2,lncRNA
AC093788.1,lncRNA
AL139124.1,lncRNA
AL031666.3,lncRNA
AC112503.2,lncRNA
AC064836.2,lncRNA
AP000238.1,lncRNA
AC096733.2,lncRNA
BX649601.1,lncRNA
AL157392.4,lncRNA
AL133215.3,lncRNA
AL391069.2,lncRNA
AL354760.1,lncRNA
AC096992.2,lncRNA
AC104836.1,lncRNA
AC008264.2,lncRNA
AP000229.1,lncRNA
AC098479.1,lncRNA
MIR6129,miRNA
AL162274.1,lncRNA
MIR6812,miRNA
AC008781.2,lncRNA
CWC25,protein_coding
AC131009.3,lncRNA
AC009283.1,lncRNA
AC087072.1,unprocessed_pseudogene
AC096708.3,lncRNA
MIR7160,miRNA
AL731571.1,lncRNA
EPOP,protein_coding
ZNHIT3,protein_coding
AL135999.2,lncRNA
AL121832.2,lncRNA
AL354798.1,unprocessed_pseudogene
AC100793.4,lncRNA
AC020904.2,transcribed_processed_pseudogene
AC015819.1,lncRNA
AL118556.2,processed_pseudogene
AC009318.2,lncRNA
AC109583.3,processed_pseudogene
AC004223.4,lncRNA
AC087284.1,lncRNA
AC091271.1,lncRNA
AL021997.1,processed_pseudogene
AC092670.1,processed_pseudogene
SUGT1-DT,lncRNA
AC106782.4,unprocessed_pseudogene
AC007686.3,lncRNA
AC011472.4,lncRNA
MIR6075,miRNA
MIR6870,miRNA
AC022558.3,lncRNA
CYFIP1,protein_coding
AL117379.1,lncRNA
VN1R76P,unprocessed_pseudogene
AC007318.1,transcribed_processed_pseudogene
AC024257.4,lncRNA
AL136040.1,lncRNA
AC022898.2,lncRNA
BX322562.1,lncRNA
AL133445.2,lncRNA
BX640514.2,lncRNA
AC005695.3,lncRNA
USP27X,protein_coding
AL096828.3,lncRNA
AL133227.1,lncRNA
MIR6842,miRNA
AC018755.4,lncRNA
TAF9,protein_coding
AC020658.5,lncRNA
AL138721.1,processed_pseudogene
MIR8066,miRNA
FRMD6-AS1,lncRNA
AC034102.8,lncRNA
AL731566.2,lncRNA
AL133520.1,lncRNA
NOL12,protein_coding
AC012313.9,lncRNA
MIR8068,miRNA
AL031667.3,lncRNA
AC009560.1,lncRNA
AC243654.1,lncRNA
AC009163.6,lncRNA
AC025162.2,lncRNA
AC005746.3,lncRNA
AC121761.2,lncRNA
LINC01138,lncRNA
AC024909.1,lncRNA
AL360169.2,lncRNA
FAM27E3,lncRNA
AC092140.2,lncRNA
MIR6813,miRNA
MIR4727,miRNA
MIR6514,miRNA
CASTOR2,protein_coding
AC009032.1,lncRNA
AC020910.5,lncRNA
AC084824.3,lncRNA
MIR6081,miRNA
AC074029.3,lncRNA
MIR6774,miRNA
AC008121.2,lncRNA
AL133243.1,lncRNA
NATD1,protein_coding
AC011815.2,lncRNA
AC026333.4,lncRNA
AL138689.1,lncRNA
SOCS7,protein_coding
AC015912.3,lncRNA
AC009163.7,lncRNA
AL354976.1,unprocessed_pseudogene
AJ011932.1,lncRNA
AP003419.2,lncRNA
MIR6728,miRNA
AC245297.3,lncRNA
AL137060.3,lncRNA
CBSL,protein_coding
MIR6069,miRNA
ADRA2B,protein_coding
MIR6864,miRNA
AC244093.1,processed_pseudogene
AC009318.3,lncRNA
AL136531.2,protein_coding
AC007551.2,processed_pseudogene
AL355974.1,lncRNA
AC005899.6,lncRNA
AC016999.2,unprocessed_pseudogene
ZNF658,protein_coding
AL355987.5,unprocessed_pseudogene
AC087742.1,lncRNA
AL110115.1,lncRNA
AC004233.3,lncRNA
AC130371.2,lncRNA
MIR6801,miRNA
AL357153.4,unprocessed_pseudogene
AC015967.1,lncRNA
AC090510.2,lncRNA
AL162390.1,lncRNA
SEC22B2P,unprocessed_pseudogene
AC145423.1,lncRNA
AC008957.2,lncRNA
AC078909.2,lncRNA
AC005790.1,lncRNA
AL136228.1,unprocessed_pseudogene
AC092119.2,lncRNA
AC023282.1,lncRNA
HERC2P7,transcribed_unprocessed_pseudogene
NPEPPSP1,transcribed_unprocessed_pseudogene
MIR6832,miRNA
AL121845.4,lncRNA
AL121772.2,lncRNA
TBC1D3L,protein_coding
AC105020.5,lncRNA
RCC1L,protein_coding
AC008443.5,unprocessed_pseudogene
AC090970.2,lncRNA
MIR223HG,lncRNA
AL121955.1,processed_pseudogene
AC083806.2,lncRNA
CU639417.1,protein_coding
AC010205.1,lncRNA
AC005332.3,lncRNA
AC080038.1,lncRNA
AC006249.1,lncRNA
AP001282.2,unprocessed_pseudogene
AL391669.1,processed_pseudogene
AC087893.2,lncRNA
PI4KAP1,transcribed_unprocessed_pseudogene
PCCA-DT,lncRNA
AL390754.1,unprocessed_pseudogene
MIR378J,miRNA
MIR6867,miRNA
AC007671.1,lncRNA
AC244669.2,unprocessed_pseudogene
AC106782.5,lncRNA
AC022467.1,lncRNA
LINC02371,lncRNA
AL133370.2,unprocessed_pseudogene
AC090517.2,lncRNA
AC040169.3,lncRNA
AC015540.1,lncRNA
AL157834.3,unprocessed_pseudogene
MIR6761,miRNA
AC005332.4,transcribed_unprocessed_pseudogene
MIR7974,miRNA
AL049757.1,processed_pseudogene
AC004466.2,lncRNA
AC243732.1,processed_pseudogene
AC018926.1,lncRNA
AC090241.3,lncRNA
MIR6768,miRNA
MIR6772,miRNA
AC004825.2,lncRNA
MIR6762,miRNA
MIR7152,miRNA
AL023803.2,lncRNA
AC068473.5,lncRNA
AC110285.5,lncRNA
AC023043.4,lncRNA
AC001226.1,lncRNA
AC004241.2,lncRNA
AC116447.1,lncRNA
AL139384.1,lncRNA
ZKSCAN2-DT,lncRNA
AL157813.1,lncRNA
MIR7150,miRNA
AC079684.1,lncRNA
AC026356.1,lncRNA
BSNDP2,processed_pseudogene
MIR6750,miRNA
AC092794.1,lncRNA
ZNF280B,protein_coding
AL353748.2,processed_pseudogene
MIR6753,miRNA
MLLT6,protein_coding
AC002401.3,lncRNA
HMGB1P24,transcribed_processed_pseudogene
PPP4R3B,protein_coding
AC011468.5,lncRNA
AC020663.3,lncRNA
SYNRG,protein_coding
NUDT18,protein_coding
AL031710.2,lncRNA
AC025594.2,TEC
MIR6504,miRNA
AL928646.1,miRNA
ZNF2,protein_coding
AC243994.1,processed_pseudogene
AC241952.1,transcribed_unprocessed_pseudogene
AC027348.1,lncRNA
AL354718.1,processed_pseudogene
AC005391.1,lncRNA
AC018529.1,lncRNA
AC048341.2,lncRNA
LENG9,protein_coding
AL161421.1,lncRNA
MIR6740,miRNA
AL121906.2,lncRNA
AC073578.2,lncRNA
AC135048.3,lncRNA
AC012150.2,lncRNA
LINC02340,lncRNA
CCL4,protein_coding
AL136981.2,unprocessed_pseudogene
AC103746.1,lncRNA
SPDYE19P,unprocessed_pseudogene
AL138781.1,lncRNA
Z99129.1,processed_pseudogene
PRAG1,protein_coding
MIR6503,miRNA
AC096861.1,processed_pseudogene
C7orf77,lncRNA
AL080312.2,lncRNA
AC092111.1,lncRNA
MIR6124,miRNA
AC113385.3,unprocessed_pseudogene
MIR1299,miRNA
AC019206.1,processed_pseudogene
CCL18,protein_coding
FCGBP,protein_coding
AL391095.3,lncRNA
AC026367.2,lncRNA
AC002553.2,lncRNA
AC253576.2,lncRNA
AL121832.3,lncRNA
AL031008.1,lncRNA
AC020765.2,lncRNA
MIR548O2,miRNA
AC105020.6,lncRNA
AL117332.1,lncRNA
MIR6809,miRNA
FP565260.1,protein_coding
AL449403.2,lncRNA
AC009318.4,lncRNA
AC087741.2,lncRNA
AC025031.4,lncRNA
AP003419.3,lncRNA
AL512652.1,lncRNA
AC023509.5,processed_pseudogene
LINC01730,lncRNA
AL627230.1,protein_coding
AC133552.5,lncRNA
H3P25,processed_pseudogene
AC012676.2,processed_pseudogene
MIR6804,miRNA
AC006449.2,lncRNA
AC011477.6,unprocessed_pseudogene
AL096712.1,processed_pseudogene
AC242842.1,lncRNA
AC008115.3,lncRNA
AC104763.2,unprocessed_pseudogene
AL355073.2,lncRNA
AL049539.1,lncRNA
AC022306.2,lncRNA
AL031670.1,lncRNA
AC241377.2,transcribed_unprocessed_pseudogene
AC011330.2,lncRNA
AC135507.2,processed_pseudogene
AP000346.3,processed_pseudogene
FLJ16779,lncRNA
AC004816.2,lncRNA
AL035461.2,lncRNA
MIR6793,miRNA
AC068338.3,lncRNA
MIR8076,miRNA
AL161931.1,unprocessed_pseudogene
U73479.1,unprocessed_pseudogene
UBE2Q2P6,transcribed_unprocessed_pseudogene
AATF,protein_coding
U47924.3,lncRNA
AC007485.1,lncRNA
AC243830.2,lncRNA
AC010538.1,lncRNA
AL354751.3,processed_pseudogene
AC026367.3,lncRNA
ZNF516-DT,lncRNA
AC092747.4,lncRNA
AC091982.3,lncRNA
AC068792.1,lncRNA
MIR6505,miRNA
MIR8064,miRNA
AC145285.6,lncRNA
MIR8082,miRNA
HTR1DP1,processed_pseudogene
MIR6500,miRNA
AL390755.1,lncRNA
ARHGAP23,protein_coding
AC073107.2,unprocessed_pseudogene
AC084368.1,processed_pseudogene
TUBGCP5,protein_coding
AC243654.2,processed_pseudogene
MIR941-5,miRNA
AC084824.4,lncRNA
AC132872.3,lncRNA
AL021578.1,lncRNA
AC138932.4,lncRNA
AL161420.1,processed_pseudogene
AC009152.1,lncRNA
AC004263.1,lncRNA
MRPL57P3,processed_pseudogene
AC104446.2,processed_pseudogene
AC008115.4,lncRNA
AL355001.2,lncRNA
SIK1B,protein_coding
AC016292.2,processed_pseudogene
AC079414.3,lncRNA
DUSP14,protein_coding
AC073534.2,lncRNA
UHRF1,protein_coding
ORAI1,protein_coding
AC243654.3,lncRNA
STMN1P1,processed_pseudogene
CCL4L2,protein_coding
AC074138.1,lncRNA
AC027682.6,lncRNA
MIR7976,miRNA
CCL3L3,protein_coding
AC040896.1,lncRNA
MIR6747,miRNA
AC037198.1,lncRNA
AC026356.2,lncRNA
FUT8-AS1,lncRNA
MIR6855,miRNA
AC016957.2,lncRNA
MIR6133,miRNA
WHAMMP3,transcribed_unprocessed_pseudogene
AC084824.5,lncRNA
AL138880.2,unprocessed_pseudogene
MIR5739,miRNA
